hogar,codigo_sexo,sexo,edad,dia_laborable,trabajo_pago,trabajo_domestico_no_pago,voluntariados,estudio_educacion,recreacion,aplicaciones,tareas_cuidados,cuidado_personal,trabajo_pago2,trabajo_domestico_no_pago2,voluntariados2,estudio_educacion2,recreacion2,aplicaciones2,tareas_cuidados2,cuidado_personal2,dia_tipico,rango_etario,Codigo_nivel_educativo,nivel_educativo,relacion_parentesco_jefe,tipo_hogar,quintil_ingreso,estado_ocupacional,total_trabajopago,total_trabajonopago,intervalo_horasnopagas,intervalo_horaspagas,rango_etario_codigo,intervalo_horasnopagas_codigo,intervalo_horaspagas_codigo,dia_laborable_codigo
1893_1,1,Mujer,69,Día no laborable,0,4.3,0,0,4,1.2,0,16.5,0,4.3,0,0,3,1.2,0,15.5,Día atípico,65+,1,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,0,8.6,5-9,0,5,3,1,2
1894_1,1,Mujer,69,Día no laborable,0,6.5,0,0,9.5,2,0,11,0,5,0,0,7,2,0,10,Día atípico,65+,3,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,11.5,10-14,0,5,4,1,2
1895_1,1,Mujer,69,Día no laborable,0,5.5,0,0,2.8,4.5,0,13,0,5.5,0,0,1.9,4.5,0,12.1,Día atípico,65+,3,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,11,10-14,0,5,4,1,2
1896_1,1,Mujer,69,Día no laborable,0,3.5,0,0,0,2.7,0,17.8,0,3.5,0,0,0,2.7,0,17.8,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Desocupado,0,7,5-9,0,5,3,1,2
1897_1,1,Mujer,69,Día no laborable,0,2.8,6.8,0,3.5,1.3,0,12.3,0,2.8,6.3,0,2.3,1.3,0,11.5,Día atípico,65+,1,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,5.6,5-9,0,5,3,1,2
1898_1,1,Mujer,69,Día no laborable,0,5.1,0,0,8.3,3.1,0,12.8,0,4.3,0,0,5.6,3.1,0,11,Día atípico,65+,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,9.4,5-9,0,5,3,1,2
1899_1,1,Mujer,69,Día no laborable,0,3.2,0,0,3.5,4,0,13.3,0,3.2,0,0,3.5,4,0,13.3,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,6.4,5-9,0,5,3,1,2
1900_1,2,Varon,69,Día no laborable,0,3.3,0,0,7.5,2,0,12.2,0,3.3,0,0,7,2,0,11.7,Día atípico,65+,1,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,6.6,5-9,0,5,3,1,2
1901_1,1,Mujer,69,Día no laborable,0,7,0,0,2,2,0,13,0,7,0,0,2,2,0,13,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,14,10-14,0,5,4,1,2
1902_1,2,Varon,69,Día no laborable,0,5.2,0,0,6.5,4,0,11.3,0,5.2,0,0,5.3,3.8,0,9.8,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado,0,10.4,10-14,0,5,4,1,2
1903_1,1,Mujer,69,Día laborable,3.2,4.8,0,0,1.3,0.5,0,14.8,3.2,4.8,0,0,1,0.5,0,14.5,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,6.4,9.6,5-9,5-9,5,3,3,1
1904_1,2,Varon,69,Día no laborable,0,5.8,0,0,6,3,0,12.3,0,5.8,0,0,4.5,3,0,10.8,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,11.6,10-14,0,5,4,1,2
1905_1,1,Mujer,69,Día laborable,5.5,2.2,0,0,11,2.5,0,13.8,2.8,1.7,0,0,5.5,2.5,0,11.6,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,8.3,3.9,1-4,5-9,5,2,3,1
1906_1,1,Mujer,69,Día no laborable,0,1.1,0,0,9,2,0,11.9,0,1.1,0,0,9,2,0,11.9,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,2.2,1-4,0,5,2,1,2
1907_1,1,Mujer,69,Día no laborable,0,8,0,0,0,1.3,0,14.8,0,8,0,0,0,1.3,0,14.8,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,16,15-19,0,5,5,1,2
1908_1,1,Mujer,69,Día no laborable,0,5.5,0,0,8,0.5,0,12,0,5.3,0,0,7,0.5,0,11.3,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,10.8,10-14,0,5,4,1,2
1909_1,1,Mujer,69,Día no laborable,5.5,4,0,0,2,1.2,0,14.2,5.5,2.5,0,0,1.5,1.2,0,13.3,Día atípico,65+,4,Superior completo,Jefe,Otro,5to quintil,Inactivo,11,6.5,5-9,10-14,5,3,4,2
1910_1,1,Mujer,69,Día no laborable,0,1.8,0,0,0,7.9,0,14.3,0,1.8,0,0,0,7.9,0,14.3,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,3.6,1-4,0,5,2,1,2
1911_1,1,Mujer,69,Día no laborable,0,1.5,2.5,0,7.8,4.9,0,11.3,0,1.5,2.5,0,4.3,4.9,0,10.8,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,3,1-4,0,5,2,1,2
1912_1,1,Mujer,69,Día no laborable,0,4.5,6.5,0,6.5,3.2,0,11.2,0,4.3,3,0,3,3.2,0,10.5,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,8.8,5-9,0,5,3,1,2
1913_1,1,Mujer,69,Día laborable,8.8,5.3,0,0,1.3,3,0,7,8.8,5.3,0,0,0.6,3,0,6.4,Día atípico,65+,4,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,17.6,10.6,10-14,15-19,5,4,5,1
1914_1,1,Mujer,69,Día no laborable,0,5.8,0,0,2.5,2,0,15.7,0,4.8,0,0,2,2,0,15.2,Día atípico,65+,1,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,10.6,10-14,0,5,4,1,2
1915_1,2,Varon,69,Día no laborable,0,5,0,0,4.5,4.5,0,16,0,2.5,0,0,2,4.5,0,15,Día atípico,65+,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,7.5,5-9,0,5,3,1,2
1916_1,1,Mujer,69,Día no laborable,0,7.5,0,0,2,4.5,0,14,0,5.5,0,0,1,4.5,0,13,Día atípico,65+,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,13,10-14,0,5,4,1,2
1917_1,1,Mujer,69,Día laborable,6.8,2.4,0,0,0,3.5,0,11.3,6.8,2.4,0,0,0,3.5,0,11.3,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,13.6,4.8,1-4,10-14,5,2,4,1
1918_1,1,Mujer,69,Día no laborable,0,1.3,0,0,7,7.2,0,10,0,1.3,0,0,6.3,7.2,0,9.3,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,2.6,1-4,0,5,2,1,2
1919_1,1,Mujer,69,Día no laborable,0,8,0,0,3,0.5,0,14,0,8,0,0,2.3,0.5,0,13.3,Día atípico,65+,3,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,16,15-19,0,5,5,1,2
1920_1,1,Mujer,69,Día laborable,7.2,4.1,0,0,4.5,1.2,0,9.1,7.2,4,0,0,3.5,1.2,0,8.2,Día atípico,65+,3,Superior completo,Jefe,Otro,5to quintil,Ocupado,14.4,8.1,5-9,10-14,5,3,4,1
1921_1,1,Mujer,69,Día no laborable,0,3.1,0,0,12.2,2.5,0,10,0,1.6,0,0,10.3,2.5,0,9.6,Día atípico,65+,3,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,4.7,1-4,0,5,2,1,2
1922_1,1,Mujer,69,Día no laborable,0,3.2,0,0,0,7.3,0,13.5,0,3.2,0,0,0,7.3,0,13.5,Día atípico,65+,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,6.4,5-9,0,5,3,1,2
1923_1,1,Mujer,70,Día laborable,0,3.7,8.2,0,11.5,0.5,0,11.8,0,3.6,4.1,0,5.7,0.5,0,10.1,Día atípico,65+,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,7.3,5-9,0,5,3,1,1
1924_1,1,Mujer,70,Día no laborable,0,8.3,0,0,1.3,2,0,12.3,0,8.3,0,0,1.3,2,0,12.3,Día atípico,65+,3,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,16.6,15-19,0,5,5,1,2
1925_1,1,Mujer,70,Día no laborable,0,12.8,0,0,2.3,0,0,12.3,0,11.8,0,0,1.1,0,0,11.1,Día atípico,65+,3,Secundario incompleto,Jefe,Otro,5to quintil,Inactivo,0,24.6,20-24,0,5,6,1,2
1926_1,2,Varon,70,Día no laborable,0,5,4,0,3,1,0,11,0,5,4,0,3,1,0,11,Día atípico,65+,3,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,10,5-9,0,5,3,1,2
1927_1,1,Mujer,70,Día no laborable,0,3.8,0,0,3.5,4,0,12.8,0,3.8,0,0,3.5,4,0,12.8,Día atípico,65+,3,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,7.6,5-9,0,5,3,1,2
1928_1,1,Mujer,70,Día no laborable,0,8.3,0,0,1.8,3.5,0,12.3,0,8.3,0,0,0.9,3.5,0,11.4,Día atípico,65+,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,16.6,15-19,0,5,5,1,2
1929_1,1,Mujer,70,Día no laborable,0,4.4,0,0,3.5,3,0,14.6,0,4.4,0,0,2.8,3,0,13.8,Día atípico,65+,3,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,8.8,5-9,0,5,3,1,2
1930_1,2,Varon,70,Día no laborable,0,2,0,0,1.3,13,0,8.3,0,2,0,0,1,13,0,8,Día atípico,65+,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,4,1-4,0,5,2,1,2
1931_1,2,Varon,70,Día no laborable,0,1.3,1,0,2,8.5,0,14.3,0,1.1,0.5,0,1,8.5,0,12.9,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,2.4,1-4,0,5,2,1,2
1932_1,1,Mujer,70,Día no laborable,0,8,0,0,0,2,0,14,0,8,0,0,0,2,0,14,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,16,15-19,0,5,5,1,2
1933_1,2,Varon,70,Día no laborable,0,0.4,5,0,1.7,4.5,0,12.4,0,0.4,5,0,1.7,4.5,0,12.4,Día atípico,65+,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,0.8,0,0,5,1,1,2
1934_1,2,Varon,70,Día laborable,6.4,2.8,0,0,7.5,0,0,7.8,6.4,2.8,0,0,7.3,0,0,7.5,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,12.8,5.6,5-9,10-14,5,3,4,1
1935_1,2,Varon,70,Día no laborable,0,2.5,0,0,5,4.5,0,14,0,2.3,0,0,4,4.5,0,13.3,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,4.8,1-4,0,5,2,1,2
1936_1,1,Mujer,70,Día no laborable,0,8.7,0,0,3,4,4,9.5,0,7.6,0,0,1.5,4,2.9,8,Día atípico,65+,4,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,16.3,15-19,0,5,5,1,2
1937_1,2,Varon,70,Día no laborable,0,2,0,0,4,6.8,0,11.2,0,2,0,0,4,6.8,0,11.2,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,4,1-4,0,5,2,1,2
1938_1,1,Mujer,70,Día no laborable,0,4,0,0,10.5,3,0,6.8,0,3.8,0,0,10.5,3,0,6.8,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,7.8,5-9,0,5,3,1,2
1939_1,1,Mujer,70,Día no laborable,0,7.3,0,0,2.9,1.5,0,14.2,0,7.3,0,0,2,1.5,0,13.2,Día atípico,65+,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,14.6,10-14,0,5,4,1,2
1940_1,1,Mujer,70,Día no laborable,0,4.7,0,0,2,4,0,13.3,0,4.7,0,0,2,4,0,13.3,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,9.4,5-9,0,5,3,1,2
1941_1,2,Varon,70,Día no laborable,0,4,0,0,13.3,2,0,11.5,0,2,0,0,9.9,2,0,10.1,Día atípico,65+,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,6,5-9,0,5,3,1,2
1942_1,1,Mujer,70,Día no laborable,0,5.2,0,0,3.3,4.5,0,14.3,0,5.2,0,0,1.7,4.5,0,12.7,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,10.4,10-14,0,5,4,1,2
1943_1,2,Varon,70,Día no laborable,0,3,0,0,0,7.1,0,13.9,0,3,0,0,0,7.1,0,13.9,Día atípico,65+,1,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,6,5-9,0,5,3,1,2
1944_1,1,Mujer,70,Día no laborable,0,4.5,3.7,2.5,0.2,4.3,0,9.1,0,4.4,3.7,2.5,0.1,4.3,0,9.1,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,8.9,5-9,0,5,3,1,2
1945_1,1,Mujer,70,Día no laborable,0,0.8,1,4,7.4,0,0,12.3,0,0.8,1,4,6.7,0,0,11.6,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,1.6,1-4,0,5,2,1,2
1946_1,2,Varon,70,Día no laborable,0,4.5,0,0,0,8,0,13,0,4.5,0,0,0,7.5,0,12,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,9,5-9,0,5,3,1,2
1947_1,1,Mujer,70,Día no laborable,0,4.1,0,0,0,8.3,0,11.6,0,4.1,0,0,0,8.3,0,11.6,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,8.2,5-9,0,5,3,1,2
1948_1,1,Mujer,70,Día no laborable,0,4.7,0,0,7,1,0,13.4,0,3.7,0,0,6.5,1,0,12.9,Día atípico,65+,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,8.4,5-9,0,5,3,1,2
1949_1,1,Mujer,70,Día no laborable,0,11.5,0,0,9.3,3,0,12.3,0,5.2,0,0,4.6,3,0,11.3,Día atípico,65+,3,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,16.7,15-19,0,5,5,1,2
1950_1,2,Varon,70,Día no laborable,0,6.3,0,0,5,1.5,0,13.2,0,6.3,0,0,4,1.5,0,12.2,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,12.6,10-14,0,5,4,1,2
1951_1,2,Varon,70,Día laborable,9,1,0,0,2.8,1,0,11,9,1,0,0,2.4,1,0,10.6,Día atípico,65+,3,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,18,2,1-4,15-19,5,2,5,1
1952_1,1,Mujer,70,Día laborable,7,1,0,0,3.8,1.7,0,12.8,7,1,0,0,2.7,1.7,0,11.7,Día atípico,65+,3,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,14,2,1-4,10-14,5,2,4,1
1953_1,1,Mujer,70,Día laborable,3.5,8.4,0,0,0,5.3,0,9.3,3.5,6.2,0,0,0,5.3,0,9,Día atípico,65+,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,7,14.6,10-14,5-9,5,4,3,1
1954_1,1,Mujer,70,Día no laborable,0,4,2.3,0,2.8,3,0,13.8,0,4,2.3,0,1.9,3,0,12.9,Día atípico,65+,1,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,8,5-9,0,5,3,1,2
1955_1,1,Mujer,70,Día no laborable,0,5,2,0,5.5,2.5,0,10,0,5,2,0,5,2.5,0,9.5,Día atípico,65+,1,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,10,5-9,0,5,3,1,2
1956_1,1,Mujer,70,Día no laborable,0,3.7,0,0,6,3.3,0,17.1,0,3.7,0,0,3,3.3,0,14.1,Día atípico,65+,3,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,7.4,5-9,0,5,3,1,2
1957_1,2,Varon,70,Día laborable,5.5,0.5,0,0,5.8,3,0,13,5.5,0.5,0,0,3.9,3,0,11.1,Día atípico,65+,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,11,1,0,10-14,5,1,4,1
1958_1,1,Mujer,71,Día no laborable,0,0.5,0,0,8.5,1,9,8,0,0.5,0,0,7.3,1,8.3,6.8,Día atípico,65+,1,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,0,1,0,0,5,1,1,2
1959_1,1,Mujer,71,Día no laborable,0,11.3,0,0,4,3.3,0,9.5,0,9.3,0,0,2,3.3,0,9.5,Día atípico,65+,3,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,20.6,20-24,0,5,6,1,2
1960_1,2,Varon,71,Día no laborable,0,4,0,0,0,8,0,12,0,4,0,0,0,8,0,12,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,8,5-9,0,5,3,1,2
1961_1,1,Mujer,71,Día no laborable,0,4.7,3,0,2.8,2.5,0.1,13.8,0,4.7,3,0,1.4,2.5,0.1,12.4,Día atípico,65+,3,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,9.4,5-9,0,5,3,1,2
1962_1,2,Varon,71,Día laborable,9,0.8,0,0,0.3,4,0,10.3,9,0.8,0,0,0.1,4,0,10.1,Día atípico,65+,3,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,18,1.6,1-4,15-19,5,2,5,1
1963_1,1,Mujer,71,Día no laborable,0,3,0,0,2,1,13.5,12.5,0,1.5,0,0,0.7,1,10.2,10.7,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,4.5,1-4,0,5,2,1,2
1964_1,1,Mujer,71,Día no laborable,0,2.3,0,0,0,7,0,14.7,0,2.3,0,0,0,7,0,14.7,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,4.6,1-4,0,5,2,1,2
1965_1,1,Mujer,71,Día no laborable,0,1.1,8.4,0,4.3,2,0,10.3,0,1.1,7.6,0,3.9,2,0,9.4,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,2.2,1-4,0,5,2,1,2
1966_1,1,Mujer,71,Día no laborable,0,9,0,0,0,4,0,11,0,9,0,0,0,4,0,11,Día atípico,65+,1,Secundario incompleto,Jefe,Otro,5to quintil,Inactivo,0,18,15-19,0,5,5,1,2
1967_1,1,Mujer,71,Día no laborable,0,13,0,0,11.2,1.3,0,9.5,0,7.4,0,0,6.7,1.3,0,8.6,Día atípico,65+,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,20.4,20-24,0,5,6,1,2
1968_1,1,Mujer,71,Día no laborable,0,3,0,0,2,6.2,0,12.8,0,3,0,0,2,6.2,0,12.8,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,6,5-9,0,5,3,1,2
1969_1,1,Mujer,71,Día no laborable,0,7.5,6.3,0,2.2,2,0,8.2,0,7,6.3,0,1.1,2,0,7.6,Día atípico,65+,4,Secundario incompleto,Otro,Otro,5to quintil,Ocupado,0,14.5,10-14,0,5,4,1,2
1970_1,1,Mujer,71,Día no laborable,0,2.5,0,4,1.5,1,0,15,0,2.5,0,4,1.5,1,0,15,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,5,1-4,0,5,2,1,2
1971_1,1,Mujer,71,Día no laborable,0,4,0,0,0.7,1.5,7,11,0,4,0,0,0.6,1.5,7,10.9,Día atípico,65+,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,8,5-9,0,5,3,1,2
1972_1,1,Mujer,71,Día no laborable,0,6,0,0,4.5,2.8,0,13.2,0,5.3,0,0,3.3,2.8,0,12.7,Día atípico,65+,1,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,11.3,10-14,0,5,4,1,2
1973_1,1,Mujer,71,Día no laborable,0,1.3,0,0,3.8,6,0,14.5,0,1.3,0,0,3,6,0,13.7,Día atípico,65+,1,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,2.6,1-4,0,5,2,1,2
1974_1,2,Varon,71,Día laborable,8.3,0.8,0,0,3,2.8,0,10,8.3,0.8,0,0,2.5,2.8,0,9.5,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,16.6,1.6,1-4,15-19,5,2,5,1
1975_1,1,Mujer,71,Día no laborable,0,5.3,0,0,5.5,3.7,0,9.5,0,5.3,0,0,5.5,3.7,0,9.5,Día atípico,65+,1,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,10.6,10-14,0,5,4,1,2
1975_2,1,Mujer,25,Día no laborable,0,2.8,0,3.5,7.5,0,0,13.3,0,1.8,0,3.5,6,0,0,12.8,Día atípico,25-39,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,4.6,1-4,0,2,2,1,2
1976_1,2,Varon,71,Día no laborable,0,1.4,0,0,5.5,6.5,6,12.6,0,0.6,0,0,2.8,6.5,3,11.1,Día atípico,65+,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,2,1-4,0,5,2,1,2
1977_1,1,Mujer,71,Día laborable,5,5,0,0,3.7,0,0,13,5,4.5,0,0,2.8,0,0,11.7,Día atípico,65+,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,10,9.5,5-9,5-9,5,3,3,1
1978_1,2,Varon,71,Día no laborable,0,5.3,0,0,4,0,0,16.8,0,4.3,0,0,3.5,0,0,16.3,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,9.6,5-9,0,5,3,1,2
1979_1,1,Mujer,71,Día no laborable,0,6.3,0,0,5,2,0,13.8,0,4.3,0,0,4.5,2,0,13.3,Día atípico,65+,3,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,10.6,10-14,0,5,4,1,2
1980_1,1,Mujer,71,Día no laborable,0,6.7,2,0,0,5,0,10.3,0,6.7,2,0,0,5,0,10.3,Día atípico,65+,3,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,13.4,10-14,0,5,4,1,2
1981_1,1,Mujer,71,Día no laborable,0,0,0,0,5.8,3.3,3.3,12.4,0,0,0,0,5.4,3.3,3.3,12.1,Día atípico,65+,3,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,0,0,0,5,1,1,2
1982_1,1,Mujer,71,Día no laborable,0,3.5,7.5,0,3,1.5,0,13.5,0,3.3,5.8,0,1.9,1.2,0,11.8,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Inactivo,0,6.8,5-9,0,5,3,1,2
1983_1,1,Mujer,71,Día no laborable,0,6.8,0,0,4.1,4.5,0,12.8,0,6.2,0,0,2.1,4.5,0,11.3,Día atípico,65+,3,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,13,10-14,0,5,4,1,2
1984_1,1,Mujer,71,Día no laborable,0,7.5,0,0,0,5,0,15.5,0,5.5,0,0,0,5,0,13.5,Día atípico,65+,3,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,13,10-14,0,5,4,1,2
1985_1,1,Mujer,71,Día no laborable,0,3,0,0,11,1,0,13.5,0,3,0,0,8.8,1,0,11.3,Día atípico,65+,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,6,5-9,0,5,3,1,2
1986_1,1,Mujer,72,Día no laborable,0,5.5,0,0,0,5,0,13.5,0,5.5,0,0,0,5,0,13.5,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,11,10-14,0,5,4,1,2
1987_1,1,Mujer,72,Día laborable,2.2,6.2,0,0,0,2.3,0,13.3,2.2,6.2,0,0,0,2.3,0,13.3,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,4.4,12.4,10-14,1-4,5,4,2,1
1988_1,1,Mujer,72,Día no laborable,0,2.7,0,0,10.5,1,0.5,12.7,0,2.1,0,0,8.8,1,0.3,11.8,Día atípico,65+,3,Secundario incompleto,Jefe,Otro,5to quintil,Inactivo,0,4.8,1-4,0,5,2,1,2
1989_1,1,Mujer,72,Día no laborable,0,1.8,1.5,0,7.7,0.2,0,17.2,0,1.8,0.8,0,6.2,0.2,0,15.1,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,3.6,1-4,0,5,2,1,2
1990_1,1,Mujer,72,Día no laborable,0,1.3,2.5,0,4.8,6.5,0,11.4,0,1.3,1.3,0,3.5,6.5,0,11.4,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,2.6,1-4,0,5,2,1,2
1991_1,1,Mujer,72,Día no laborable,0,5.3,0,0,3,3,0,15.3,0,5.3,0,0,1.8,3,0,14,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,10.6,10-14,0,5,4,1,2
1992_1,2,Varon,72,Día no laborable,0,6.3,0,0,2,2.2,0,15.5,0,6.3,0,0,1,2.2,0,14.5,Día atípico,65+,1,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,12.6,10-14,0,5,4,1,2
1993_1,2,Varon,72,Día no laborable,0,0.8,0,0,2.5,6.5,0.8,15,0,0.8,0,0,1.8,6.5,0.8,14.3,Día atípico,65+,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,1.6,1-4,0,5,2,1,2
