hogar,codigo_sexo,sexo,edad,dia_laborable,trabajo_pago,trabajo_domestico_no_pago,voluntariados,estudio_educacion,recreacion,aplicaciones,tareas_cuidados,cuidado_personal,trabajo_pago2,trabajo_domestico_no_pago2,voluntariados2,estudio_educacion2,recreacion2,aplicaciones2,tareas_cuidados2,cuidado_personal2,dia_tipico,rango_etario,Codigo_nivel_educativo,nivel_educativo,relacion_parentesco_jefe,tipo_hogar,quintil_ingreso,estado_ocupacional,total_trabajopago,total_trabajonopago,intervalo_horasnopagas,intervalo_horaspagas,rango_etario_codigo,intervalo_horasnopagas_codigo,intervalo_horaspagas_codigo,dia_laborable_codigo
52_2,1,Mujer,27,Día laborable,10,0.3,0,0,1,0.3,0,14.2,9.6,0.3,0,0,0.5,0.3,0,13.3,Día atípico,25-39,3,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,19.6,0.6,0,15-19,2,1,5,1
53_1,2,Varon,16,Día no laborable,0,0,0,0,12,1.3,0,10.8,0,0,0,0,12,1.3,0,10.8,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0,0,0,1,1,1,2
54_1,1,Mujer,17,Día no laborable,0,0.4,0,5.1,7.5,3,0,11,0,0.4,0,5.1,6,3,0,9.5,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,0.8,0,0,1,1,1,2
55_1,1,Mujer,17,Día no laborable,0,7,0,0,7.3,1.3,0,12.2,0,5.6,0,0,5.4,1.3,0,11.7,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,12.6,10-14,0,1,4,1,2
56_1,2,Varon,17,Día no laborable,0,0.3,0,2.8,10.7,1.8,0,8.8,0,0.3,0,2.8,10.4,1.8,0,8.6,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0.6,0,0,1,1,1,2
57_1,2,Varon,17,Día no laborable,0,2.1,0,7.7,5,3.1,0,8.2,0,2.1,0,7.7,3.7,3.1,0,7.6,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,4.2,1-4,0,1,2,1,2
58_1,1,Mujer,17,Día no laborable,0,0,0,8.5,6.5,0.8,0,10.3,0,0,0,8.5,5.5,0.8,0,9.3,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0,0,0,1,1,1,2
59_1,1,Mujer,17,Día no laborable,0,1,0,0,11,2.5,0,10.5,0,1,0,0,10.5,2.5,0,10,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,2,1-4,0,1,2,1,2
60_1,2,Varon,17,Día no laborable,0,0,0,0,1,6.8,0,17.2,0,0,0,0,0.5,6.8,0,16.7,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0,0,0,1,1,1,2
61_1,1,Mujer,17,Día no laborable,0,0.5,0,5.1,1.8,9,0,8.1,0,0.5,0,5,1.7,9,0,7.8,Día atípico,14-24,3,Secundario incompleto,Otro,Otro,5to quintil,Inactivo,0,1,0,0,1,1,1,2
61_2,1,Mujer,39,Día laborable,7.2,0,0,0,3.9,1,4,9.3,7.2,0,0,0,3.2,1,4,8.6,Día atípico,25-39,3,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,14.4,0,0,10-14,2,1,4,1
62_1,1,Mujer,17,Día no laborable,0,1.2,0,1,6,1.8,0,15,0,1.2,0,1,5.5,1.8,0,14.5,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,2.4,1-4,0,1,2,1,2
63_1,2,Varon,17,Día no laborable,0,0.1,0,5.7,8.2,1.3,0,8.8,0,0.1,0,5.7,8.2,1.3,0,8.8,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0.2,0,0,1,1,1,2
64_1,2,Varon,17,Día no laborable,0,0,0,0,2.9,12.3,0,9.9,0,0,0,0,2.3,12.3,0,9.3,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,0,0,0,1,1,1,2
65_1,1,Mujer,17,Día no laborable,0,0.2,0,6.2,9.2,0.5,0,9,0,0.2,0,6.2,8.7,0.5,0,8.5,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0.4,0,0,1,1,1,2
66_1,1,Mujer,17,Día no laborable,0,3.5,0,2.5,0.5,4.5,0,15,0,2,0,2.5,0.3,4.5,0,14.8,Día atípico,14-24,3,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo,0,5.5,5-9,0,1,3,1,2
67_1,2,Varon,17,Día no laborable,0,0.2,0,0,4.3,12.3,0,7.8,0,0.2,0,0,4,12.3,0,7.5,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,0,0.4,0,0,1,1,1,2
68_1,2,Varon,18,Día laborable,3.5,0,0,5.6,2.5,2.5,0,11.4,3.5,0,0,5.6,1.8,2.5,0,10.7,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado,7,0,0,5-9,1,1,3,1
69_1,2,Varon,18,Día no laborable,0,0,0,9.3,4.8,5,0,9.8,0,0,0,7.7,3.2,5,0,8.2,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0,0,0,1,1,1,2
70_1,2,Varon,18,Día laborable,7.2,0,0,5.3,0.2,0,0,11.3,7.2,0,0,5.3,0.2,0,0,11.3,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado,14.4,0,0,10-14,1,1,4,1
71_1,1,Mujer,18,Día no laborable,0,0,0,0,10,0,0,24,0,0,0,0,5,0,0,19,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0,0,0,1,1,1,2
72_1,2,Varon,18,Día no laborable,0,0,0,10.8,1.3,4.8,0,8.5,0,0,0,10.8,0.6,4.8,0,7.9,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,0,0,0,1,1,1,2
73_1,2,Varon,18,Día no laborable,0,0.5,0,8.7,7,1.3,0,8.8,0,0.5,0,8.7,5.9,1.3,0,7.7,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Desocupado,0,1,0,0,1,1,1,2
74_1,2,Varon,18,Día no laborable,0,0,0,0,8,6,0,11,0,0,0,0,7.5,6,0,10.5,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0,0,0,1,1,1,2
75_1,2,Varon,18,Día no laborable,0,0.9,0,6,0.5,10,0,7.3,0,0.9,0,6,0.3,10,0,6.9,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,1.8,1-4,0,1,2,1,2
76_1,1,Mujer,18,Día no laborable,0,2.5,0,0,15.4,0,0,11.6,0,1.5,0,0,12.7,0,0,9.8,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado,0,4,1-4,0,1,2,1,2
77_1,2,Varon,18,Día no laborable,0,0,0,4.5,4.8,3.3,0,11.5,0,0,0,4.5,4.8,3.3,0,11.5,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado,0,0,0,0,1,1,1,2
78_1,1,Mujer,18,Día no laborable,0,1,0,4.5,2.8,5,0,10.7,0,1,0,4.5,2.8,5,0,10.7,Día atípico,14-24,3,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo,0,2,1-4,0,1,2,1,2
79_1,1,Mujer,18,Día no laborable,0,0,0,6,3,2.8,1,12.8,0,0,0,5.7,2.5,2.8,1,12,Día atípico,14-24,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,0,0,0,1,1,1,2
80_1,2,Varon,18,Día laborable,6.8,0.2,0,0,7.3,0.5,0,13,6.8,0.2,0,0,5.4,0.5,0,11.1,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,13.6,0.4,0,10-14,1,1,4,1
81_1,1,Mujer,18,Día no laborable,0,1.4,0,13.5,0,0.7,0,8.4,0,1.4,0,13.5,0,0.7,0,8.4,Día atípico,14-24,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,2.8,1-4,0,1,2,1,2
82_1,2,Varon,18,Día laborable,5,0.3,0,3.8,3.4,4.3,0,8.8,5,0.1,0,3.8,2.7,4.3,0,8.1,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado,10,0.4,0,5-9,1,1,3,1
83_1,2,Varon,18,Día no laborable,0,1.7,0,6.7,0.3,7.1,0,8.6,0,1.7,0,6.7,0.2,7.1,0,8.4,Día atípico,14-24,3,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo,0,3.4,1-4,0,1,2,1,2
84_1,1,Mujer,18,Día no laborable,0,2.5,0,1,3,4,0,14.5,0,2.5,0,1,2.5,4,0,14,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,5,1-4,0,1,2,1,2
85_1,1,Mujer,18,Día no laborable,0,0.3,0,3.7,4.8,2.4,0,13.8,0,0.3,0,3.7,4.3,2.4,0,13.3,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado,0,0.6,0,0,1,1,1,2
86_1,1,Mujer,18,Día no laborable,0,0.5,0,0,8,4,0,15.5,0,0.5,0,0,4,4,0,15.5,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado,0,1,0,0,1,1,1,2
87_1,2,Varon,18,Día no laborable,0,0.5,0,1.8,2,3.7,0,16,0,0.5,0,1.8,2,3.7,0,16,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,1,0,0,1,1,1,2
88_1,1,Mujer,18,Día no laborable,0,0,0,0,10,0,0,14.5,0,0,0,0,9.8,0,0,14.3,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,0,0,0,1,1,1,2
89_1,1,Mujer,18,Día no laborable,0,0,0,2.5,4,4,0,14.5,0,0,0,2.5,3.5,4,0,14,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado,0,0,0,0,1,1,1,2
90_1,1,Mujer,18,Día no laborable,0,5,0,0,0,4.5,0,17,0,2.5,0,0,0,4.5,0,17,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado,0,7.5,5-9,0,1,3,1,2
91_1,1,Mujer,18,Día no laborable,0,1.5,0,0,13,0,0,13,0,0.8,0,0,11.3,0,0,12,Día atípico,14-24,3,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Inactivo,0,2.3,1-4,0,1,2,1,2
92_1,2,Varon,19,Día no laborable,0,0,0,0,5.5,6.8,0,12.8,0,0,0,0,5,6.8,0,12.3,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0,0,0,1,1,1,2
93_1,2,Varon,19,Día no laborable,0,0.2,0,0,4.8,8,0,11.6,0,0.2,0,0,4.5,8,0,11.3,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0.4,0,0,1,1,1,2
94_1,2,Varon,19,Día no laborable,0,0.8,0,0,7,2.5,0,17.2,0,0.8,0,0,5.3,2.5,0,15.4,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,1.6,1-4,0,1,2,1,2
95_1,2,Varon,19,Día no laborable,0,5.3,0,0,2.3,7,0,11.8,0,5.3,0,0,1.1,7,0,10.6,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,10.6,10-14,0,1,4,1,2
96_1,1,Mujer,19,Día no laborable,0,0,0,4.8,1.8,4.8,0,12.8,0,0,0,4.8,1.8,4.8,0,12.8,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo,0,0,0,0,1,1,1,2
97_1,2,Varon,19,Día laborable,5.3,0,0,0,2,2.8,0,15.5,5.3,0,0,0,1.3,2.8,0,14.8,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,10.6,0,0,10-14,1,1,4,1
98_1,1,Mujer,19,Día no laborable,0,1.8,0,6.3,5,2,0,10,0,1.6,0,6.3,4.5,2,0,9.6,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado,0,3.4,1-4,0,1,2,1,2
99_1,1,Mujer,19,Día no laborable,0,0.6,0,6.4,6.8,2.2,0,9.8,0,0.6,0,6.4,5.9,2.2,0,9,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,0,1.2,1-4,0,1,2,1,2
100_1,1,Mujer,19,Día no laborable,0,1.4,0,9.3,1.9,0.8,0,12.5,0,1.4,0,9.3,1,0.8,0,11.6,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,2.8,1-4,0,1,2,1,2
101_1,1,Mujer,19,Día no laborable,0,1.5,0,0,10.3,3.5,0,9.8,0,1.5,0,0,9.8,3.5,0,9.3,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado,0,3,1-4,0,1,2,1,2
102_1,1,Mujer,19,Día no laborable,0,1.6,0,2.5,5.8,1.3,0,14.8,0,1.6,0,2.5,4.8,1.3,0,13.8,Día atípico,14-24,3,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo,0,3.2,1-4,0,1,2,1,2
103_1,2,Varon,19,Día no laborable,0,1.4,0,6.5,1.2,5.4,0,10.3,0,1.2,0,6.5,0.8,5.4,0,10.2,Día atípico,14-24,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,2.6,1-4,0,1,2,1,2
104_1,2,Varon,19,Día no laborable,0,2.2,0,11.2,1.3,0.5,0,10.2,0,1.8,0,11.2,0.7,0.5,0,9.9,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado,0,4,1-4,0,1,2,1,2
105_1,2,Varon,19,Día no laborable,0,0.8,0,8.7,3.5,0,0,12,0,0.8,0,8.7,3,0,0,11.5,Día atípico,14-24,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,1.6,1-4,0,1,2,1,2
106_1,2,Varon,19,Día laborable,6.8,0.2,0,0,1,3.7,0,12.3,6.8,0.2,0,0,1,3.7,0,12.3,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado,13.6,0.4,0,10-14,1,1,4,1
107_1,2,Varon,19,Día no laborable,0,1,0,7.5,5.5,3,0,9,0,0.5,0,7.5,4.5,3,0,8.5,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,1.5,1-4,0,1,2,1,2
108_1,2,Varon,19,Día no laborable,0,0.3,0,0,15.5,0,0,9.8,0,0.3,0,0,14.8,0,0,9,Día atípico,14-24,3,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Ocupado,0,0.6,0,0,1,1,1,2
109_1,1,Mujer,19,Día no laborable,0,3.1,0,3,4,1,0,13.9,0,3.1,0,3,3.5,1,0,13.4,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado,0,6.2,5-9,0,1,3,1,2
110_1,1,Mujer,19,Día no laborable,0,2,0,3.8,8.3,1,0,12.5,0,1.5,0,3.8,6.5,1,0,11.3,Día atípico,14-24,3,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo,0,3.5,1-4,0,1,2,1,2
111_1,1,Mujer,19,Día no laborable,0,3.8,0,10.5,5,0,0,10.5,0,3,0,10,3,0,0,8,Día atípico,14-24,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,6.8,5-9,0,1,3,1,2
112_1,2,Varon,19,Día laborable,10.5,0,0,0,3,0,3,10.5,10.5,0,0,0,1.5,0,2.3,9.8,Día atípico,14-24,3,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,21,0,0,20-24,1,1,6,1
113_1,2,Varon,19,Día laborable,9,1.3,0,0,3.5,0,3,10.3,9,0.7,0,0,3.5,0,1.5,9.4,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,18,2,1-4,15-19,1,2,5,1
114_1,2,Varon,19,Día no laborable,0,3,0,0,11.4,0,0,10.8,0,2.8,0,0,10.8,0,0,10.5,Día atípico,14-24,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Desocupado,0,5.8,5-9,0,1,3,1,2
115_1,1,Mujer,19,Día no laborable,0,3.7,0,0,12,2,0,8.8,0,2.4,0,0,10.8,2,0,8.8,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado,0,6.1,5-9,0,1,3,1,2
116_1,1,Mujer,19,Día laborable,10.3,0.2,0,0,3.5,0.3,0,9.8,10.3,0.2,0,0,3.5,0.3,0,9.8,Día atípico,14-24,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,20.6,0.4,0,20-24,1,1,6,1
117_1,2,Varon,20,Día no laborable,1.5,0,0,5.5,3.5,6,0,11,1.5,0,0,5.5,1.8,6,0,9.3,Día atípico,14-24,3,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado,3,0,0,1-4,1,1,2,2
118_1,2,Varon,20,Día laborable,9,0.2,0,0,3.3,0,0,11.7,9,0.1,0,0,3.3,0,0,11.6,Día atípico,14-24,3,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,18,0.3,0,15-19,1,1,5,1
119_1,2,Varon,20,Día no laborable,0,1.1,0,4.3,9.8,3.2,0,5.8,0,1.1,0,4.3,9.8,3.2,0,5.8,Día atípico,14-24,3,Secundario incompleto,Otro,Otro,5to quintil,Ocupado,0,2.2,1-4,0,1,2,1,2
120_1,1,Mujer,20,Día laborable,4.5,0,0,8.5,0.5,0,0,10.5,4.5,0,0,8.5,0.5,0,0,10.5,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,9,0,0,5-9,1,1,3,1
121_1,2,Varon,20,Día no laborable,0,0.5,0,8,2,3,0,11.5,0,0.5,0,8,1.5,3,0,11,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado,0,1,0,0,1,1,1,2
122_1,1,Mujer,20,Día no laborable,0,0.5,0,12.4,1.3,0.8,0,9.7,0,0.5,0,12.4,0.9,0.8,0,9.3,Día atípico,14-24,1,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo,0,1,0,0,1,1,1,2
123_1,1,Mujer,20,Día laborable,5,0.6,0,9.2,0.3,1,0,8.3,5,0.6,0,9.2,0.1,1,0,8.2,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,10,1.2,1-4,5-9,1,2,3,1
124_1,2,Varon,20,Día no laborable,0,1.3,0,15.3,3.8,1.3,0,2.9,0,1.3,0,15.3,3.5,1.3,0,2.6,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,0,2.6,1-4,0,1,2,1,2
125_1,2,Varon,20,Día no laborable,0,0.9,0,8.8,2.3,1.8,0,10.7,0,0.9,0,8.8,2.1,1.8,0,10.4,Día atípico,14-24,3,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Desocupado,0,1.8,1-4,0,1,2,1,2
126_1,1,Mujer,20,Día no laborable,0,1,0,12.5,1,1,0,9.5,0,0.8,0,12.5,0.5,1,0,9.3,Día atípico,14-24,3,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Desocupado,0,1.8,1-4,0,1,2,1,2
127_1,2,Varon,20,Día no laborable,0,1.1,0,5.5,7.5,1,0,11.5,0,0.9,0,5.5,6.2,1,0,10.4,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,2,1-4,0,1,2,1,2
128_1,1,Mujer,20,Día no laborable,0,1.3,0,10.8,3,0.5,0,8.8,0,1.3,0,10.6,3,0.5,0,8.6,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,2.6,1-4,0,1,2,1,2
129_1,1,Mujer,20,Día no laborable,0,0.5,0,8,7,0,0,10.5,0,0.3,0,8,6,0,0,9.8,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo,0,0.8,0,0,1,1,1,2
130_1,2,Varon,20,Día no laborable,0,2.7,0,9.2,0.3,3,0,9.2,0,2.7,0,9.2,0.2,3,0,9,Día atípico,14-24,3,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Inactivo,0,5.4,5-9,0,1,3,1,2
131_1,1,Mujer,20,Día no laborable,0,3,0,0,7.5,3.8,0,17,0,2.3,0,0,3.5,3.8,0,14.4,Día atípico,14-24,3,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Inactivo,0,5.3,5-9,0,1,3,1,2
132_1,1,Mujer,20,Día no laborable,0,0,0,3,9,1.5,0,12.5,0,0,0,3,8,1.5,0,11.5,Día atípico,14-24,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado,0,0,0,0,1,1,1,2
133_1,1,Mujer,20,Día no laborable,0,0.8,0,9.4,3.4,1,0,9.3,0,0.8,0,9.4,3.4,1,0,9.3,Día atípico,14-24,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,1.6,1-4,0,1,2,1,2
134_1,2,Varon,20,Día no laborable,0,0.2,0,0,10.3,2,0,13.3,0,0.2,0,0,9.4,2,0,12.4,Día atípico,14-24,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado,0,0.4,0,0,1,1,1,2
135_1,1,Mujer,20,Día no laborable,0,0.3,0,8.7,3.8,0,0,12.2,0,0.3,0,8.7,3.3,0,0,11.7,Día atípico,14-24,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo,0,0.6,0,0,1,1,1,2
136_1,2,Varon,20,Día no laborable,0,1.8,0,5.5,3,1.5,0,13.8,0,1.8,0,5.5,2.3,1.5,0,13,Día atípico,14-24,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,3.6,1-4,0,1,2,1,2
137_1,1,Mujer,20,Día no laborable,0,2,0,11.5,0,1,0,9.5,0,2,0,11.5,0,1,0,9.5,Día atípico,14-24,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,4,1-4,0,1,2,1,2
138_1,1,Mujer,20,Día no laborable,0,3.9,0,2.5,2,4.5,0,11.9,0,3.8,0,2.5,1.8,4.5,0,11.5,Día atípico,14-24,1,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Desocupado,0,7.7,5-9,0,1,3,1,2
139_1,1,Mujer,20,Día laborable,8.2,0.2,0,0,4.5,0,0,11.2,8.2,0.2,0,0,4.5,0,0,11.2,Día atípico,14-24,1,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Ocupado,16.4,0.4,0,15-19,1,1,5,1
140_1,1,Mujer,20,Día no laborable,0,2.9,0,2.3,6.9,2.1,10.7,12.4,0,1.8,0,1.6,2.6,2.1,5.4,10.6,Día atípico,14-24,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,4.7,1-4,0,1,2,1,2
141_1,1,Mujer,20,Día no laborable,0,3,0,9.3,2.5,0,0,10.7,0,2.6,0,9.3,1.8,0,0,10.3,Día atípico,14-24,1,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo,0,5.6,5-9,0,1,3,1,2
142_1,2,Varon,20,Día no laborable,5.3,0.5,0,2.8,0,1,0,14.5,5.3,0.5,0,2.8,0,1,0,14.5,Día atípico,14-24,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,10.6,1,0,10-14,1,1,4,2
143_1,1,Mujer,20,Día no laborable,0,2.2,0,2,6,1,0,18,0,1.1,0,2,3.5,1,0,16.5,Día atípico,14-24,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,0,3.3,1-4,0,1,2,1,2
144_1,2,Varon,20,Día laborable,7.3,0.3,0,0,4,1.5,0,12.4,7.3,0.3,0,0,3.3,1.5,0,11.7,Día atípico,14-24,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado,14.6,0.6,0,10-14,1,1,4,1
145_1,1,Mujer,20,Día no laborable,0,0.2,0,7.8,8.5,0,0,9,0,0.2,0,7.8,7.8,0,0,8.3,Día atípico,14-24,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo,0,0.4,0,0,1,1,1,2
